Date,Area Name,Road Name,Congestion_Level,Average_Speed,Incident_Reports,Road_Capacity_Utilization,Pedestrian_and_Cyclist_Count,Public_Transport_Usage,Traffic_Signal_Compliance,Traffic_Volume,Weather_Condition,Roadwork_Activity
2023-01-09,Marathahalli,Road_1,69.9,13.2,0,80.0,193,33.7,71.2,2260,Cloudy,Major
2022-10-06,Marathahalli,Road_3,88.5,18.9,0,100.0,149,53.1,73.0,4954,Haze,Minor
2024-06-21,Brigade Road,Road_12,59.5,20.6,0,70.8,69,40.5,73.7,2593,Rain,Minor
2023-03-17,Electronic City,Road_15,69.5,22.0,1,80.6,74,67.3,64.9,4373,Clear,Major
2023-05-09,Brigade Road,Road_16,53.4,20.9,1,69.2,193,55.9,91.7,1416,Haze,Minor
2022-10-24,MG Road,Road_6,66.9,16.4,2,74.3,118,41.1,75.8,2855,Haze,Major
2022-07-02,Whitefield,Road_1,83.7,20.8,2,83.2,132,40.4,92.2,1317,Clear,None
2023-10-05,Silk Board,Road_1,69.2,25.3,0,70.6,178,68.7,93.2,4791,Rain,Major
2024-01-21,MG Road,Road_4,83.5,13.2,1,81.7,204,67.5,88.9,4823,Clear,None
2022-09-14,Indiranagar,Road_13,61.2,29.5,1,74.8,112,74.1,87.1,2592,Haze,None
2023-04-04,Marathahalli,Road_8,74.4,23.4,2,86.4,204,74.7,69.7,2479,Cloudy,None
2023-01-25,Electronic City,Road_9,69.3,24.5,0,69.1,86,53.9,88.0,1309,Haze,None
2022-06-26,Electronic City,Road_6,64.1,17.8,0,74.2,238,65.0,72.2,670,Clear,Minor
2022-12-27,MG Road,Road_4,75.7,27.0,3,73.8,198,63.7,90.5,1300,Cloudy,Major
2022-05-08,MG Road,Road_10,73.2,8.9,2,74.2,241,48.5,91.2,1122,Rain,None
2023-07-19,Whitefield,Road_15,76.1,18.7,0,78.4,190,68.8,61.4,3978,Clear,Major
2023-12-09,Indiranagar,Road_15,65.6,21.2,1,79.1,197,42.3,93.1,1518,Rain,Major
2023-11-11,Koramangala,Road_4,65.4,23.0,0,71.0,73,51.5,61.6,1275,Haze,Minor
2024-07-06,Electronic City,Road_9,62.9,31.4,0,66.8,91,56.7,60.3,1169,Cloudy,Major
2024-01-09,Whitefield,Road_12,74.9,19.6,1,64.0,166,47.7,72.3,4073,Cloudy,Major
2023-12-17,Brigade Road,Road_13,72.4,23.5,1,83.9,62,38.4,80.7,2854,Clear,Minor
2022-03-22,Whitefield,Road_11,67.3,21.6,1,64.7,172,33.7,78.5,517,Clear,Minor
2022-11-19,Whitefield,Road_5,73.9,20.7,1,85.8,236,37.9,83.6,3442,Cloudy,None
2024-08-06,Koramangala,Road_7,80.7,9.3,3,100.0,233,69.6,83.4,4643,Cloudy,Minor
2022-03-04,Whitefield,Road_9,68.9,13.2,1,77.0,192,72.4,70.7,1009,Haze,Minor
2022-10-07,Marathahalli,Road_13,65.6,17.8,1,75.3,220,50.8,81.7,1599,Haze,Minor
2024-04-16,Whitefield,Road_1,78.4,14.7,2,89.3,120,47.8,87.4,3271,Haze,Minor
2022-06-11,Whitefield,Road_6,51.9,26.4,0,67.8,139,58.0,67.8,3484,Haze,Minor
2024-03-16,Brigade Road,Road_3,74.5,16.6,0,93.9,130,63.9,60.6,874,Cloudy,None
2022-02-23,Indiranagar,Road_16,99.0,8.0,1,100.0,69,52.3,77.4,4517,Cloudy,None
2024-07-28,Electronic City,Road_7,58.9,23.4,0,72.1,78,59.2,60.1,1901,Cloudy,Major
2022-05-12,Marathahalli,Road_12,75.4,11.8,3,74.0,233,30.9,82.4,4641,Rain,None
2022-02-21,Electronic City,Road_11,71.9,28.0,1,90.9,229,44.4,66.5,4073,Haze,Minor
2023-04-13,Silk Board,Road_11,69.7,21.5,1,97.6,189,56.4,70.5,2870,Clear,None
2022-03-13,Silk Board,Road_8,66.5,19.8,2,90.4,213,59.9,94.6,2267,Clear,Minor
2024-02-15,Brigade Road,Road_9,63.9,25.7,0,69.0,238,30.1,93.1,989,Rain,Major
2022-10-15,Marathahalli,Road_2,75.5,21.4,3,84.9,140,64.6,61.8,4216,Rain,None
2022-03-02,Marathahalli,Road_11,41.4,26.5,0,50.0,170,37.6,63.5,1929,Rain,Minor
2022-04-27,Electronic City,Road_4,99.0,9.3,1,100.0,180,64.4,66.0,1033,Cloudy,None
2022-11-10,Whitefield,Road_14,77.9,13.2,2,88.8,122,34.0,78.5,2045,Haze,Major
2024-05-15,Marathahalli,Road_11,65.9,24.7,1,61.6,54,53.8,79.6,3041,Haze,Major
2022-01-17,Marathahalli,Road_3,59.8,28.9,1,78.3,146,56.8,84.6,1289,Rain,None
2024-06-11,Marathahalli,Road_8,76.9,13.8,0,78.0,185,56.9,60.8,4824,Rain,Major
2024-03-13,Koramangala,Road_16,94.1,15.6,2,89.7,126,46.9,91.1,4320,Rain,Major
2023-05-10,Electronic City,Road_12,72.0,19.6,2,81.3,159,62.5,67.5,1993,Cloudy,None
2022-09-20,Whitefield,Road_7,76.6,20.0,1,94.1,86,64.8,79.3,4547,Cloudy,Major
2023-12-30,Silk Board,Road_15,73.8,16.0,0,74.5,168,45.8,93.7,1008,Haze,Minor
2023-04-01,Koramangala,Road_4,90.9,10.6,1,100.0,93,53.1,67.7,2890,Rain,Major
2023-07-04,Silk Board,Road_4,65.7,24.7,0,61.6,246,33.8,86.4,1288,Haze,Minor
2024-05-09,Electronic City,Road_6,62.7,27.1,0,61.1,122,71.8,66.7,1485,Cloudy,Minor
2022-02-01,Marathahalli,Road_2,70.6,15.4,1,73.6,106,58.3,92.4,2908,Haze,Major
2023-03-29,Whitefield,Road_14,93.0,10.5,4,77.3,201,36.5,71.3,3973,Haze,Major
2023-09-08,Whitefield,Road_6,63.1,18.6,0,60.9,100,57.8,82.6,586,Haze,None
2024-06-18,Silk Board,Road_3,79.8,18.2,1,78.1,169,36.0,71.1,2301,Haze,Minor
2024-08-05,Electronic City,Road_16,79.6,13.4,0,87.3,160,44.5,63.1,1630,Rain,None
2022-06-30,Koramangala,Road_7,66.4,27.4,1,58.0,236,62.2,77.8,3667,Cloudy,Minor
2023-03-25,Whitefield,Road_10,40.3,35.2,0,50.0,109,42.6,67.4,908,Clear,Major
2022-11-11,Brigade Road,Road_7,76.6,20.1,1,69.6,58,39.6,71.8,3371,Cloudy,None
2022-03-27,Indiranagar,Road_6,67.1,25.2,1,80.7,64,35.9,80.3,1761,Clear,None
2023-02-10,Marathahalli,Road_7,71.6,19.7,2,59.5,60,72.3,93.5,3754,Rain,Major
2023-09-16,Electronic City,Road_7,71.1,21.6,0,76.2,86,42.3,71.2,3530,Cloudy,None
2023-01-09,Silk Board,Road_12,68.1,11.3,0,79.0,190,50.7,91.6,2999,Rain,None
2022-10-28,Silk Board,Road_13,82.5,20.0,0,96.5,131,73.8,63.8,1952,Haze,Major
2024-02-29,Marathahalli,Road_3,63.7,16.1,0,81.9,122,43.5,93.7,4179,Clear,None
2022-04-15,Indiranagar,Road_10,62.7,26.7,0,56.8,179,54.5,72.8,728,Haze,None
2023-02-14,Indiranagar,Road_4,95.5,8.0,1,98.4,228,56.4,64.1,2848,Cloudy,Minor
2022-01-03,Marathahalli,Road_11,81.3,21.8,0,93.1,176,41.9,72.7,2358,Rain,None
2022-03-22,Brigade Road,Road_15,74.1,20.1,1,87.7,87,41.9,93.6,798,Clear,Minor
2024-05-08,Koramangala,Road_5,98.0,14.2,1,87.7,109,56.8,84.0,4987,Cloudy,Major
2023-09-14,Koramangala,Road_8,77.8,12.6,1,73.8,179,31.3,72.7,1958,Rain,None
2023-01-02,Koramangala,Road_11,62.1,28.1,0,71.5,246,42.2,69.8,4517,Rain,Major
2022-07-28,Brigade Road,Road_3,68.7,23.0,0,52.7,178,73.5,71.2,3520,Clear,None
2023-04-19,MG Road,Road_8,62.1,20.5,0,64.7,106,37.8,67.6,2888,Rain,None
2023-05-30,Marathahalli,Road_9,84.1,15.3,1,98.1,112,41.2,73.2,2864,Rain,Minor
2024-03-01,MG Road,Road_1,62.0,33.8,0,61.4,122,69.7,84.6,2677,Haze,None
2022-10-18,Whitefield,Road_6,84.1,8.0,2,84.8,161,49.6,72.7,1908,Cloudy,Major
2022-09-11,Marathahalli,Road_11,59.0,22.2,0,52.6,113,65.5,83.7,2517,Clear,Major
2024-02-07,Electronic City,Road_13,83.7,13.9,0,97.4,181,51.3,81.0,3259,Haze,Minor
2022-08-07,Indiranagar,Road_14,72.4,19.3,0,84.1,243,65.7,87.6,4472,Clear,Major
2022-07-14,Silk Board,Road_9,74.7,22.9,1,58.2,96,64.7,66.0,776,Haze,None
2024-02-04,Indiranagar,Road_2,53.7,26.6,0,50.0,192,36.5,68.2,4892,Haze,None
2022-02-03,Indiranagar,Road_15,58.9,24.7,0,54.4,241,47.8,89.2,2798,Haze,None
2024-01-12,Electronic City,Road_16,60.5,22.9,1,66.8,61,53.9,68.4,1379,Cloudy,None
2022-03-24,Electronic City,Road_16,74.8,15.8,0,68.4,209,52.2,89.7,4224,Haze,None
2024-03-15,Brigade Road,Road_5,66.3,21.7,1,76.3,178,36.6,77.8,3590,Rain,None
2024-04-12,Electronic City,Road_9,81.4,10.7,2,74.2,100,53.0,62.0,1692,Rain,Major
2023-01-08,Marathahalli,Road_1,63.0,25.4,1,55.7,108,59.4,63.1,3255,Haze,Major
2023-07-22,Whitefield,Road_10,87.8,15.1,1,93.5,108,54.9,80.7,3341,Cloudy,None
2023-07-13,Koramangala,Road_12,66.7,24.3,1,68.7,109,67.1,80.6,1006,Cloudy,Major
2024-08-15,Brigade Road,Road_3,58.0,20.1,0,72.1,142,61.5,89.8,2150,Haze,Major
2024-04-02,Silk Board,Road_1,59.9,25.2,1,54.6,129,50.5,89.9,4854,Rain,Minor
2024-01-25,Electronic City,Road_8,85.2,12.7,2,86.4,126,59.8,93.7,4778,Cloudy,Major
2022-07-05,Brigade Road,Road_13,86.4,8.0,2,94.1,77,42.9,80.1,4228,Haze,None
2023-12-25,Marathahalli,Road_2,87.8,18.9,1,81.5,70,35.9,78.8,3771,Haze,Minor
2022-11-10,Indiranagar,Road_14,56.9,26.4,0,63.1,78,69.5,94.8,1514,Cloudy,None
2023-05-19,MG Road,Road_14,72.4,12.1,1,85.4,238,52.2,68.1,1819,Rain,Major
2024-05-15,Whitefield,Road_9,59.1,27.8,1,62.0,132,43.5,87.7,3385,Rain,Minor
2023-04-27,Indiranagar,Road_5,58.9,25.3,0,56.8,95,49.8,78.6,4666,Haze,Major
2022-05-18,Marathahalli,Road_11,35.1,32.6,0,50.0,57,43.4,69.6,4486,Haze,Minor
2023-02-26,Brigade Road,Road_7,81.3,15.6,1,88.4,207,68.6,60.4,2271,Haze,None
2022-05-15,MG Road,Road_11,71.5,15.5,0,74.8,111,70.5,80.8,4554,Cloudy,Minor
2023-12-20,Koramangala,Road_7,86.6,17.6,2,91.4,222,45.6,60.8,678,Cloudy,None
2022-11-27,Electronic City,Road_3,99.0,8.0,2,100.0,185,39.5,74.6,2733,Clear,Minor
2023-01-02,Electronic City,Road_11,71.5,20.8,1,63.4,71,70.5,69.1,4609,Clear,None
2022-03-09,Silk Board,Road_4,52.9,32.2,0,71.4,167,36.0,63.1,4223,Clear,None
2022-09-04,Electronic City,Road_16,61.0,31.2,0,71.2,248,72.4,82.6,3830,Clear,Major
2022-08-17,MG Road,Road_4,57.5,28.7,0,53.8,87,42.7,61.9,4487,Cloudy,Minor
2022-02-20,Marathahalli,Road_9,57.0,28.1,0,52.3,213,71.8,91.0,4715,Rain,Major
2023-12-15,Whitefield,Road_15,62.5,29.5,1,66.4,221,71.8,77.2,4383,Clear,Major
2024-02-16,Brigade Road,Road_6,71.9,17.1,1,71.5,136,64.9,69.4,1037,Rain,Minor
2023-04-12,Koramangala,Road_14,55.6,26.6,0,61.0,76,66.4,76.8,3265,Cloudy,Minor
2023-05-08,MG Road,Road_9,55.4,26.7,0,59.9,145,61.8,70.4,4619,Haze,Major
2023-12-13,Koramangala,Road_4,78.7,16.8,3,81.0,137,59.8,74.5,4971,Rain,Major
2022-08-01,Brigade Road,Road_11,60.7,26.4,3,66.8,85,59.3,77.3,3294,Rain,Major
2024-07-28,Marathahalli,Road_16,72.5,24.5,0,74.9,244,63.5,80.1,633,Rain,Major
2022-09-04,Silk Board,Road_9,39.5,22.2,0,64.2,54,36.9,62.2,4046,Rain,Minor
2023-08-05,Brigade Road,Road_12,66.2,19.4,0,82.7,228,59.0,90.1,3383,Rain,Minor
2023-09-15,Indiranagar,Road_6,77.6,17.2,2,95.0,170,63.7,83.9,564,Cloudy,Major
2024-04-24,Silk Board,Road_4,64.6,25.3,0,53.5,135,52.7,74.3,2343,Clear,None
2023-05-07,Marathahalli,Road_6,89.9,19.3,6,92.6,172,57.7,88.3,3906,Cloudy,Major
2023-07-10,Marathahalli,Road_7,77.9,25.3,3,82.4,230,50.2,91.2,3263,Haze,Major
2022-03-06,Whitefield,Road_8,60.5,21.9,1,68.9,73,56.3,80.9,2341,Cloudy,Major
2024-05-08,Indiranagar,Road_5,69.7,21.4,1,75.5,235,35.1,78.8,3875,Cloudy,None
2023-02-11,Indiranagar,Road_16,38.2,36.0,1,50.0,193,33.8,91.6,2532,Clear,None
2023-06-01,Silk Board,Road_13,58.0,27.3,0,67.3,83,70.3,60.2,846,Cloudy,Major
2022-11-05,MG Road,Road_15,54.6,21.6,0,50.0,79,65.8,62.7,3575,Cloudy,None
2023-02-21,Silk Board,Road_10,73.2,14.1,3,91.0,214,44.1,72.5,1983,Haze,None
2023-11-13,Brigade Road,Road_10,55.7,29.3,0,56.4,133,60.4,66.7,836,Haze,None
2022-12-23,Electronic City,Road_16,48.8,24.2,1,50.0,192,56.5,75.1,3620,Haze,None
2024-01-22,Electronic City,Road_1,82.8,23.1,3,84.8,238,38.5,84.9,1732,Clear,None
2024-01-30,MG Road,Road_4,87.6,18.2,1,97.5,155,40.9,66.9,1465,Clear,Major
2022-01-13,Koramangala,Road_16,87.2,17.4,0,85.6,153,51.6,95.0,4257,Haze,None
2022-01-04,Silk Board,Road_10,88.8,11.9,2,96.4,155,40.0,72.4,3979,Cloudy,None
2024-05-26,Silk Board,Road_10,92.2,15.9,1,100.0,180,69.4,90.2,2181,Clear,None
2022-03-02,Whitefield,Road_1,55.9,26.9,0,54.1,142,37.4,93.3,2607,Cloudy,Major
2022-06-01,MG Road,Road_6,65.5,23.7,2,65.4,124,44.6,93.3,2749,Cloudy,Major
2022-01-31,Marathahalli,Road_7,78.5,11.6,3,82.6,51,57.4,90.2,629,Rain,None
2024-02-08,Koramangala,Road_15,67.4,17.9,1,86.8,139,40.3,64.7,3309,Haze,Major
2024-05-08,Marathahalli,Road_5,68.4,21.6,0,62.9,132,48.3,64.2,1524,Clear,Major
2023-03-27,Whitefield,Road_11,70.8,16.9,5,81.1,249,60.4,74.7,1734,Cloudy,Minor
2023-04-07,Indiranagar,Road_14,52.2,27.6,0,62.0,56,37.4,80.0,3434,Haze,Major
2024-02-07,MG Road,Road_12,90.6,14.7,1,95.7,63,63.1,91.1,507,Clear,Major
2022-07-16,Marathahalli,Road_6,84.6,14.8,0,92.0,172,53.2,88.3,1979,Haze,Major
2022-05-29,Silk Board,Road_14,64.0,17.4,0,51.2,54,74.3,71.9,4842,Cloudy,Major
2023-10-14,Whitefield,Road_6,60.3,29.4,0,61.7,70,57.1,88.5,3568,Clear,Major
2022-07-14,Indiranagar,Road_6,52.1,27.2,0,82.2,147,34.1,63.1,2178,Haze,Minor
2022-01-26,MG Road,Road_15,72.5,19.6,1,74.3,137,31.0,92.2,695,Haze,Major
2023-06-07,Koramangala,Road_13,87.1,14.2,0,82.8,172,49.6,84.3,3439,Cloudy,Major
2023-03-29,Indiranagar,Road_15,67.3,26.2,2,66.9,57,42.7,68.9,740,Rain,Major
2023-11-08,Silk Board,Road_1,58.1,27.4,1,55.4,221,48.7,61.8,1590,Rain,Major
2024-06-29,Marathahalli,Road_5,72.4,11.7,1,89.1,70,42.4,68.1,1091,Clear,None
2023-07-12,Indiranagar,Road_5,46.7,28.1,0,50.0,79,43.9,76.7,4420,Clear,Major
2023-04-04,Electronic City,Road_5,80.2,18.9,0,78.5,59,49.4,73.1,1397,Haze,Minor
2024-05-02,Marathahalli,Road_2,74.4,18.3,1,73.1,90,32.3,86.1,1709,Clear,Major
2023-03-20,Whitefield,Road_6,64.7,28.6,0,70.3,85,70.8,93.2,2681,Cloudy,Major
2024-02-14,MG Road,Road_8,84.5,15.2,2,100.0,178,66.7,91.4,1715,Cloudy,Major
2022-10-07,Silk Board,Road_16,67.2,17.7,0,81.1,78,73.9,93.9,4505,Cloudy,Minor
2022-12-12,Electronic City,Road_14,67.9,21.0,0,76.5,102,73.2,71.1,777,Cloudy,Minor
2022-12-09,Whitefield,Road_12,66.3,28.5,0,66.9,151,39.0,92.6,3744,Clear,None
2024-03-08,MG Road,Road_5,69.2,16.6,1,78.1,140,65.7,79.1,1289,Haze,Major
2023-11-07,Electronic City,Road_5,71.7,24.9,1,68.5,106,34.4,74.3,3744,Cloudy,None
2024-07-25,Marathahalli,Road_7,72.5,15.2,3,83.8,76,30.3,85.0,557,Rain,Minor
2024-03-18,Silk Board,Road_13,65.2,23.7,0,73.7,125,51.0,79.2,4091,Clear,None
2023-08-07,Silk Board,Road_7,60.7,24.8,0,65.8,150,36.5,83.3,2527,Clear,None
2023-06-05,Brigade Road,Road_16,69.4,20.9,1,82.1,57,72.3,69.5,3950,Haze,Minor
2024-02-15,Marathahalli,Road_7,76.4,14.3,0,75.9,190,31.7,86.9,2279,Clear,None
2023-07-22,Whitefield,Road_2,78.2,21.5,0,84.6,187,44.1,84.1,2067,Clear,Major
2024-07-13,MG Road,Road_8,67.9,14.7,1,80.9,53,68.9,70.9,4346,Cloudy,None
2022-09-22,Marathahalli,Road_9,81.5,20.3,1,93.8,57,43.2,74.9,4983,Cloudy,Major
2024-05-01,Whitefield,Road_5,79.3,17.0,2,98.9,71,34.3,90.6,3966,Clear,Minor
2022-07-31,Marathahalli,Road_13,69.5,18.3,2,72.4,201,53.8,80.0,1697,Cloudy,None
2024-06-12,Silk Board,Road_16,53.4,24.8,0,64.3,162,70.8,89.1,1325,Haze,Minor
2022-06-01,Silk Board,Road_15,75.4,17.8,1,79.4,199,38.1,80.1,3416,Clear,None
2022-11-15,Brigade Road,Road_3,63.0,26.3,0,71.1,166,60.7,83.8,4810,Haze,Minor
2024-01-25,Marathahalli,Road_9,74.6,16.3,2,85.8,160,73.9,65.5,4843,Rain,Major
2022-07-21,Indiranagar,Road_2,56.0,27.5,0,51.2,115,64.3,73.8,2438,Haze,None
2024-04-11,Electronic City,Road_11,70.8,23.2,1,75.5,189,38.3,82.3,4260,Cloudy,Minor
2023-08-24,Brigade Road,Road_11,67.0,22.8,0,78.5,153,49.1,94.3,978,Haze,Major
2023-05-26,Brigade Road,Road_6,66.5,25.5,0,73.1,199,55.5,63.5,3584,Cloudy,Major
2023-07-06,Brigade Road,Road_8,67.5,17.1,1,77.2,175,39.9,75.8,1881,Haze,Major
2022-10-23,Marathahalli,Road_13,65.0,18.4,1,64.6,249,33.5,77.5,3137,Rain,Major
2024-06-21,MG Road,Road_3,60.9,18.3,1,73.4,142,32.8,67.5,1485,Rain,Minor
2024-02-29,Marathahalli,Road_7,70.6,20.3,1,72.4,74,69.4,90.1,2603,Cloudy,Major
2024-06-06,Marathahalli,Road_5,51.0,29.1,0,61.5,220,72.1,60.7,1097,Rain,Major
2022-10-11,Brigade Road,Road_7,66.1,29.6,0,80.0,126,53.3,73.9,3029,Cloudy,None
2022-08-24,Electronic City,Road_11,69.8,25.7,1,79.6,109,59.4,80.5,2974,Clear,None
2024-01-24,MG Road,Road_12,67.2,13.4,0,64.8,92,55.8,63.8,3998,Rain,Major
2024-02-05,Marathahalli,Road_2,68.5,19.1,2,76.7,132,34.4,71.0,4398,Clear,Minor
2022-03-19,MG Road,Road_6,68.1,8.8,0,71.2,94,58.5,76.3,991,Rain,None
2024-06-15,MG Road,Road_5,93.6,8.0,2,100.0,66,44.3,77.8,2294,Rain,None
2024-04-23,Brigade Road,Road_10,72.3,18.8,0,77.4,204,34.6,79.3,1602,Cloudy,Minor
2024-07-15,Brigade Road,Road_14,57.2,23.6,0,55.6,149,35.8,70.4,885,Cloudy,None
2022-07-21,Koramangala,Road_13,94.0,10.3,1,100.0,213,34.1,64.7,4408,Cloudy,Minor
2023-02-22,Marathahalli,Road_5,67.8,24.1,0,64.8,227,35.0,93.4,1792,Rain,Major
2022-01-19,Whitefield,Road_9,61.9,21.6,0,58.7,69,52.8,91.0,573,Rain,Major
2022-12-31,MG Road,Road_15,65.1,21.7,0,55.8,77,33.6,83.6,2640,Haze,Minor
2023-11-26,Indiranagar,Road_13,63.8,22.7,0,66.7,152,68.5,90.0,2915,Rain,None
2023-02-27,Whitefield,Road_3,88.2,13.6,3,86.9,98,40.2,83.4,2310,Haze,None
2023-03-14,Marathahalli,Road_7,70.2,18.9,1,90.0,91,71.9,81.7,3695,Rain,Major
2023-12-02,Marathahalli,Road_9,79.8,18.6,1,96.1,53,69.7,69.1,4103,Haze,None
2022-11-26,Brigade Road,Road_9,77.3,19.0,0,72.2,125,67.3,67.6,785,Haze,Major
2023-08-03,Marathahalli,Road_5,68.2,18.6,2,80.9,118,65.7,77.3,1139,Cloudy,Minor
2022-11-12,Whitefield,Road_14,89.0,17.7,3,91.2,141,30.1,84.1,3008,Cloudy,None
2022-11-14,Whitefield,Road_2,76.3,20.1,0,82.5,201,53.9,87.2,4306,Clear,Minor
2023-10-16,Marathahalli,Road_5,63.0,24.5,1,53.9,243,43.2,81.3,4057,Rain,Minor
2024-07-30,MG Road,Road_7,78.1,17.7,2,85.7,74,51.6,61.4,3933,Clear,Minor
2022-06-29,Silk Board,Road_8,66.8,24.1,0,71.5,158,59.1,64.4,2942,Rain,Minor
2023-02-14,Silk Board,Road_16,64.2,20.0,0,65.0,187,56.0,90.6,1567,Rain,Major
2024-01-10,MG Road,Road_7,87.2,19.5,2,88.7,215,43.9,63.8,3378,Rain,Minor
2022-01-26,Indiranagar,Road_7,94.1,9.4,4,84.1,150,57.8,67.6,4334,Clear,None
2022-11-09,Indiranagar,Road_12,91.3,11.9,0,87.7,213,54.3,78.9,4003,Cloudy,None
2023-06-30,Silk Board,Road_16,84.3,14.2,1,93.5,215,51.7,68.2,1528,Rain,None
2022-07-14,Koramangala,Road_4,81.2,26.0,2,90.1,169,50.4,73.3,2553,Cloudy,Major
2024-05-26,Koramangala,Road_16,58.6,29.3,0,58.3,217,59.9,68.2,1131,Haze,None
2023-12-09,Brigade Road,Road_1,58.8,17.3,1,77.9,242,51.0,75.3,2471,Clear,None
2022-05-05,Marathahalli,Road_5,60.2,19.6,0,55.8,53,62.7,87.4,4418,Haze,None
2022-05-19,MG Road,Road_11,61.4,16.5,0,68.0,77,61.3,61.3,516,Haze,Minor
2022-10-07,Electronic City,Road_8,91.6,14.7,2,99.0,199,31.9,82.0,657,Haze,Minor
2022-04-20,MG Road,Road_12,76.0,22.1,3,75.5,163,70.4,86.8,1092,Cloudy,None
2022-06-13,Koramangala,Road_12,80.1,13.9,2,83.1,212,53.9,75.6,1707,Rain,Major
2022-06-12,Electronic City,Road_3,77.7,21.7,3,73.1,221,37.8,72.1,2911,Rain,None
2022-06-21,Whitefield,Road_12,54.9,30.1,0,63.3,231,72.9,68.8,1309,Cloudy,None
2023-12-25,Electronic City,Road_3,76.2,15.3,2,68.4,77,51.1,91.3,1692,Rain,None
2022-09-22,Koramangala,Road_7,52.4,29.2,0,54.2,116,41.4,88.2,2330,Rain,Minor
2022-08-08,Silk Board,Road_1,74.3,19.0,1,84.9,109,34.6,64.2,4470,Rain,None
2022-01-17,Silk Board,Road_8,72.1,15.5,1,77.5,238,60.9,70.6,1878,Clear,None
2023-09-10,Silk Board,Road_13,68.0,23.8,1,84.2,243,56.2,77.5,1180,Rain,Minor
2023-01-05,Koramangala,Road_11,79.6,13.5,0,81.2,93,57.7,88.8,4092,Cloudy,Minor
2023-02-16,Brigade Road,Road_8,70.4,20.8,0,70.9,150,31.2,75.3,2715,Clear,Minor
2022-12-23,Electronic City,Road_14,71.9,22.3,2,73.6,163,37.4,81.1,2191,Rain,Minor
2022-12-23,MG Road,Road_6,49.5,26.9,0,50.9,174,59.1,82.0,754,Haze,None
2022-02-14,Brigade Road,Road_4,69.2,22.3,0,81.9,132,65.4,74.4,1984,Rain,None
2024-05-17,Silk Board,Road_3,81.5,21.0,1,86.9,160,54.6,83.7,2085,Rain,None
2022-04-12,Electronic City,Road_16,93.0,10.5,2,78.0,140,41.7,63.3,2401,Cloudy,Major
2024-07-12,Whitefield,Road_16,66.0,19.6,1,69.8,235,70.5,64.8,4596,Clear,None
2024-02-17,Koramangala,Road_3,82.4,20.5,0,93.6,229,65.2,86.3,2390,Cloudy,None
2024-07-27,Electronic City,Road_6,70.1,16.7,1,80.7,93,67.7,77.1,1413,Haze,Minor
2022-03-29,Brigade Road,Road_14,55.0,26.4,0,52.6,89,60.3,76.0,3212,Clear,None
2022-09-08,Electronic City,Road_3,92.6,21.5,3,79.6,237,50.8,91.5,780,Haze,Minor
2023-09-23,Indiranagar,Road_9,50.6,29.6,0,50.0,244,56.3,81.0,2476,Haze,None
2022-09-03,Whitefield,Road_1,54.3,23.4,1,65.8,50,54.3,75.7,896,Clear,None
2024-03-19,Koramangala,Road_12,60.4,19.3,0,61.9,141,67.3,73.0,2032,Clear,Minor
2022-04-06,Marathahalli,Road_16,59.7,28.2,0,51.7,190,36.9,61.2,3791,Rain,Major
2022-10-28,Brigade Road,Road_9,86.2,20.0,3,92.4,178,31.9,61.2,4776,Clear,None
2023-10-26,Marathahalli,Road_8,81.7,12.3,2,89.2,227,40.9,89.1,1886,Haze,Minor
2023-07-23,Brigade Road,Road_2,94.2,13.6,3,99.9,171,53.9,70.7,4161,Cloudy,Minor
2023-09-27,Electronic City,Road_2,63.7,28.1,0,66.6,226,54.5,63.2,3679,Cloudy,Major
2022-06-11,Whitefield,Road_2,79.2,23.2,2,76.7,188,50.5,63.4,3115,Cloudy,Major
2024-03-04,Indiranagar,Road_4,65.8,19.6,1,75.6,82,69.8,77.4,1527,Cloudy,None
2024-07-28,Whitefield,Road_2,89.4,13.1,3,96.3,57,42.9,89.2,923,Haze,Major
2024-03-13,Electronic City,Road_2,60.7,18.0,1,70.9,178,66.7,63.6,1340,Rain,None
2023-03-19,Koramangala,Road_15,77.5,20.1,0,96.4,221,69.8,80.1,4633,Rain,Major
2023-05-30,Whitefield,Road_15,60.3,27.0,1,61.6,71,71.3,63.3,3400,Haze,Minor
2022-09-04,Silk Board,Road_13,86.8,18.4,0,87.7,171,41.4,92.0,4824,Clear,None
2023-01-19,Koramangala,Road_12,69.8,15.3,5,71.8,59,63.8,82.2,4035,Cloudy,Major
2023-07-05,Indiranagar,Road_3,84.7,9.9,0,100.0,170,60.2,80.2,4059,Haze,Minor
2022-08-18,MG Road,Road_13,70.6,23.8,3,68.5,127,52.9,69.4,1546,Rain,None
2022-06-05,Electronic City,Road_14,75.6,22.7,1,78.1,119,57.4,88.6,1488,Rain,Major
2024-01-15,Whitefield,Road_7,49.5,21.6,0,55.3,221,41.8,73.3,4689,Rain,None
2022-09-10,Indiranagar,Road_4,76.8,23.9,3,89.1,111,60.4,78.6,3729,Cloudy,Major
2023-03-08,Koramangala,Road_11,69.1,21.1,2,70.0,183,61.5,91.8,1002,Haze,Major
2023-12-10,Marathahalli,Road_2,73.0,17.8,2,80.3,243,34.6,61.8,4743,Haze,Minor
2022-01-31,Koramangala,Road_6,71.1,24.8,2,77.3,182,47.9,60.3,2756,Cloudy,None
