Date,PM_2_5,T,Tm,TM,SLP,H,VV,V,VM
2023-08-12,66.2,20.9,16.7,20.9,1006.2,51.9,4.74,2.38,2.92
2023-08-13,31.4,22.0,17.0,22.0,1004.4,87.3,1.75,3.18,4.4
2023-08-14,8.0,20.9,16.0,20.9,1024.9,73.6,0.81,2.89,2.54
2023-08-15,38.1,25.7,16.1,25.7,1015.0,63.4,4.38,2.07,2.08
2023-08-16,8.0,29.7,22.0,29.7,1000.6,68.6,2.73,1.75,3.84
2023-08-17,18.7,32.6,21.3,32.6,996.2,64.2,3.74,0.78,3.33
2023-08-18,8.0,20.4,16.2,20.4,1011.8,90.7,1.38,2.95,3.81
2023-08-19,77.5,23.5,13.0,23.5,1010.4,45.9,4.41,2.14,2.33
2023-08-20,17.6,25.5,19.8,25.5,1020.3,60.5,2.11,3.52,7.27
2023-08-21,39.0,28.5,16.6,28.5,1021.2,63.5,2.21,1.76,3.23
2023-08-22,8.0,25.6,19.4,25.6,1010.7,41.9,1.71,1.94,4.51
2023-08-23,14.9,27.3,15.6,27.3,1009.9,63.5,1.44,2.23,1.32
2023-08-24,22.2,24.9,13.4,24.9,1015.6,54.8,5.1,3.63,5.35
2023-08-25,8.8,21.6,10.6,21.6,1007.3,39.7,2.09,0.13,6.81
2023-08-26,8.0,24.9,13.5,24.9,997.7,37.2,3.83,1.65,1.97
2023-08-27,13.8,15.6,9.0,15.6,1010.4,74.7,1.22,2.65,6.84
2023-08-28,8.0,25.8,13.8,25.8,1015.1,88.2,5.7,1.86,3.18
2023-08-29,8.2,30.1,19.2,30.1,1015.7,80.6,1.78,0.97,6.0
2023-08-30,69.1,23.9,14.3,23.9,1023.2,53.6,2.14,0.61,3.72
2023-08-31,23.1,24.8,14.4,24.8,998.0,56.7,1.11,2.73,3.03
2023-09-01,8.0,27.8,18.5,27.8,1004.3,75.1,3.44,2.42,2.41
2023-09-02,30.7,25.2,15.9,25.2,1003.4,62.5,3.12,0.85,6.01
2023-09-03,46.6,21.8,11.0,21.8,1001.3,84.4,2.04,2.88,5.11
2023-09-04,22.7,26.5,21.2,26.5,1020.7,71.8,2.78,0.1,3.13
2023-09-05,8.0,25.5,16.4,25.5,1000.6,89.6,2.12,1.77,0.5
2023-09-06,48.4,22.1,16.1,22.1,1012.3,82.2,2.43,3.2,6.08
2023-09-07,36.1,26.2,14.9,26.2,1020.2,67.5,1.89,0.1,2.31
2023-09-08,8.0,26.0,20.8,26.0,1004.2,65.9,6.29,3.42,1.38
2023-09-09,21.8,21.2,11.2,21.2,1011.4,93.5,4.79,2.05,3.26
2023-09-10,29.9,28.9,20.1,28.9,995.3,79.3,2.91,3.89,4.47
2023-09-11,61.3,19.8,13.6,19.8,1022.2,62.6,1.82,3.06,2.69
2023-09-12,8.0,26.7,18.1,26.7,1016.7,49.9,3.79,2.81,3.09
2023-09-13,8.0,27.5,20.0,27.5,1013.9,54.2,0.29,3.2,5.59
2023-09-14,37.3,26.3,15.0,26.3,1005.7,80.9,1.21,2.31,3.17
2023-09-15,48.6,24.2,18.9,24.2,1024.6,93.2,3.17,3.29,6.55
2023-09-16,8.0,28.4,20.0,28.4,1021.5,79.7,1.49,1.88,3.11
2023-09-17,58.4,23.0,13.3,23.0,1014.5,55.7,1.01,1.44,4.19
2023-09-18,49.8,24.0,15.3,24.0,997.4,86.6,1.99,2.55,3.28
2023-09-19,8.0,24.5,17.7,24.5,1009.2,53.6,1.23,4.36,3.92
2023-09-20,40.3,31.7,20.9,31.7,1002.6,61.1,3.77,2.59,6.02
2023-09-21,11.0,27.3,15.7,27.3,1016.1,88.8,3.09,0.69,3.76
2023-09-22,16.0,22.6,15.5,22.6,1008.5,43.4,0.2,3.33,2.75
2023-09-23,18.9,18.2,12.7,18.2,1002.8,89.6,4.27,3.97,6.38
2023-09-24,40.5,23.2,11.2,23.2,1019.5,71.4,3.71,2.1,2.98
2023-09-25,52.1,27.9,21.1,27.9,1017.3,43.5,3.84,2.34,6.23
2023-09-26,50.8,27.4,19.6,27.4,1016.7,50.3,0.84,2.86,1.3
2023-09-27,47.6,30.2,22.8,30.2,1017.5,91.1,3.5,0.41,5.25
2023-09-28,28.8,28.0,19.0,28.0,1018.9,36.4,3.55,3.66,4.41
2023-09-29,50.3,22.4,17.0,22.4,1006.0,92.3,4.36,1.94,5.63
2023-09-30,36.3,22.2,11.7,22.2,1020.7,73.5,0.2,2.28,2.79
2023-10-01,87.6,21.0,16.0,21.0,1005.3,43.9,1.72,0.97,3.94
2023-10-02,20.9,27.1,21.3,27.1,1009.7,76.7,0.52,4.0,0.5
2023-10-03,76.6,20.7,10.6,20.7,1028.1,86.9,0.53,3.59,4.41
2023-10-04,27.5,26.5,16.0,26.5,1011.2,85.0,1.99,2.21,6.43
2023-10-05,89.6,22.0,13.8,22.0,1005.9,75.1,1.96,1.3,0.68
2023-10-06,8.0,17.3,13.3,17.3,1019.8,76.3,2.31,2.82,5.52
2023-10-07,38.1,20.7,15.9,20.7,1007.7,81.6,0.2,2.55,3.55
2023-10-08,87.6,22.1,14.8,22.1,1017.6,94.9,0.63,3.88,4.1
2023-10-09,38.3,24.1,14.9,24.1,1007.6,79.8,3.3,2.12,2.21
2023-10-10,39.3,35.6,25.1,35.6,1007.2,47.8,1.39,1.86,2.99
2023-10-11,35.1,26.4,19.0,26.4,1004.6,42.9,2.68,1.56,4.0
2023-10-12,23.2,20.4,13.3,20.4,1002.2,82.8,2.27,0.96,2.87
2023-10-13,29.2,26.6,15.5,26.6,1008.6,54.3,4.64,3.09,4.28
2023-10-14,63.9,22.5,17.4,22.5,1010.9,94.1,3.99,3.25,3.29
2023-10-15,55.3,36.1,24.9,36.1,1018.6,71.3,3.48,3.87,4.51
2023-10-16,52.8,22.4,13.7,22.4,1012.6,65.5,4.56,1.47,4.05
2023-10-17,21.8,22.5,16.2,22.5,1014.4,42.8,1.67,1.69,3.83
2023-10-18,28.3,26.2,19.7,26.2,1011.3,93.5,3.29,0.55,4.41
2023-10-19,41.8,25.2,13.8,25.2,1004.8,87.2,2.16,1.79,5.91
2023-10-20,50.8,30.7,20.2,30.7,1001.8,79.2,2.48,1.7,4.36
2023-10-21,64.6,16.7,11.5,16.7,1010.0,53.7,2.79,1.42,2.38
2023-10-22,8.0,31.7,19.9,31.7,1007.1,40.3,1.94,2.74,3.65
2023-10-23,57.5,22.7,16.2,22.7,1020.6,74.0,0.61,1.65,5.09
2023-10-24,13.9,24.8,19.1,24.8,1026.5,47.4,3.49,0.1,3.25
2023-10-25,43.2,24.7,17.7,24.7,1009.5,62.3,1.9,2.38,5.13
2023-10-26,56.0,30.7,19.9,30.7,996.4,37.2,2.31,1.29,6.06
2023-10-27,58.6,26.8,15.7,26.8,1019.9,36.6,2.09,3.07,4.95
2023-10-28,74.7,27.8,17.5,27.8,1006.0,75.6,2.53,0.1,4.83
2023-10-29,63.9,23.5,16.4,23.5,1018.5,42.6,3.95,4.55,5.44
2023-10-30,63.1,28.2,18.0,28.2,1012.3,50.3,4.1,0.18,3.54
2023-10-31,56.4,21.9,12.9,21.9,1004.9,67.4,3.78,3.7,5.01
2023-11-01,58.5,23.7,17.1,23.7,1021.0,92.8,3.07,0.1,5.42
2023-11-02,86.3,28.9,18.0,28.9,1013.2,89.5,3.04,3.41,3.83
2023-11-03,76.3,19.0,11.5,19.0,1006.4,84.1,1.9,1.04,3.57
2023-11-04,106.1,30.8,19.1,30.8,1021.6,75.1,3.23,3.75,8.44
2023-11-05,41.9,14.9,10.7,14.9,1007.6,64.5,3.08,1.13,0.5
2023-11-06,75.1,24.0,16.6,24.0,1017.4,58.2,2.2,1.27,0.9
2023-11-07,65.1,31.2,19.9,31.2,1025.9,43.6,0.2,2.97,6.03
2023-11-08,47.7,16.0,9.9,16.0,1015.6,41.8,2.05,1.14,1.78
2023-11-09,44.1,26.9,16.6,26.9,1005.0,94.9,5.03,0.94,3.78
2023-11-10,48.3,23.3,17.5,23.3,1010.9,91.1,3.84,0.76,2.79
2023-11-11,69.8,33.0,24.1,33.0,1012.3,89.0,2.97,2.76,4.3
2023-11-12,81.6,25.7,17.1,25.7,1008.4,69.3,2.01,1.13,3.53
2023-11-13,92.8,25.0,17.5,25.0,1018.5,49.7,3.13,1.98,3.83
2023-11-14,44.0,22.9,18.1,22.9,1017.9,43.8,3.42,3.06,7.49
2023-11-15,104.4,26.6,16.6,26.6,1011.3,88.6,1.8,2.89,2.69
2023-11-16,56.0,27.7,17.4,27.7,1008.2,92.9,3.64,2.0,3.76
2023-11-17,86.1,25.1,16.8,25.1,1025.3,68.2,3.9,4.1,2.82
2023-11-18,77.3,18.5,12.9,18.5,1007.5,53.9,4.39,3.05,2.31
2023-11-19,103.3,23.7,16.8,23.7,1023.1,39.4,2.12,1.0,4.26
2023-11-20,76.2,22.9,18.8,22.9,998.8,63.7,4.53,3.32,3.69
2023-11-21,71.8,26.4,15.4,26.4,997.2,48.3,1.56,2.17,0.5
2023-11-22,80.6,32.9,21.1,32.9,1021.6,91.4,1.45,0.18,6.22
2023-11-23,81.2,26.6,18.3,26.6,1003.9,75.5,1.13,3.03,0.81
2023-11-24,52.9,21.0,10.5,21.0,996.6,93.5,3.45,2.26,8.19
2023-11-25,119.0,29.1,18.4,29.1,996.0,46.8,2.03,1.8,1.37
2023-11-26,52.7,23.4,12.8,23.4,1013.3,37.0,2.1,2.33,2.67
2023-11-27,68.7,20.8,9.4,20.8,1017.4,46.8,3.18,2.42,7.9
2023-11-28,79.9,22.4,10.9,22.4,1015.4,86.3,3.61,2.96,4.36
2023-11-29,39.4,19.0,13.3,19.0,1007.0,40.2,2.64,1.8,0.5
2023-11-30,92.5,26.8,18.9,26.8,1011.1,40.5,2.08,2.98,4.35
2023-12-01,100.6,20.8,16.7,20.8,1013.9,61.6,2.85,1.47,2.47
2023-12-02,65.8,22.9,13.8,22.9,1011.2,50.6,2.48,2.18,6.99
2023-12-03,103.6,17.9,13.7,17.9,1007.4,75.3,2.13,1.26,1.35
2023-12-04,15.4,27.4,16.7,27.4,1002.9,82.3,1.92,2.3,2.41
2023-12-05,69.0,26.4,15.5,26.4,1011.5,51.3,0.2,2.73,3.9
2023-12-06,79.4,28.5,17.3,28.5,1001.5,91.7,1.85,4.55,7.52
2023-12-07,62.7,24.7,14.3,24.7,1014.2,60.0,1.01,4.22,5.99
2023-12-08,36.8,19.5,9.1,19.5,1011.5,36.3,1.97,0.1,4.37
2023-12-09,88.9,25.7,15.9,25.7,1014.2,73.2,0.83,2.08,1.43
2023-12-10,97.7,24.5,17.7,24.5,1011.4,40.0,0.2,1.8,7.14
2023-12-11,36.5,19.9,15.2,19.9,1009.2,57.2,0.2,1.34,4.21
2023-12-12,83.5,22.5,17.5,22.5,1015.2,68.5,1.02,1.78,10.16
2023-12-13,129.6,26.4,19.1,26.4,1017.5,90.0,5.33,1.52,3.78
2023-12-14,127.6,12.2,8.0,12.2,996.2,39.2,2.32,1.55,4.28
2023-12-15,55.4,21.3,15.5,21.3,1006.7,61.8,3.42,0.44,5.3
2023-12-16,64.1,21.6,14.7,21.6,1010.6,71.5,3.19,0.1,4.47
2023-12-17,64.4,18.4,10.4,18.4,1007.3,87.4,1.81,4.27,6.67
2023-12-18,59.2,22.4,12.7,22.4,1008.7,81.0,2.08,0.53,3.2
2023-12-19,50.5,15.2,9.8,15.2,1023.9,55.4,2.36,2.13,4.96
2023-12-20,108.0,22.5,17.1,22.5,1006.7,77.6,6.33,1.22,0.5
2023-12-21,94.4,25.7,15.6,25.7,1019.6,88.1,0.48,0.1,3.85
2023-12-22,45.5,22.9,17.0,22.9,1007.0,54.0,1.91,1.43,5.13
2023-12-23,107.7,23.9,15.2,23.9,1025.4,68.5,3.37,2.69,6.84
2023-12-24,99.5,29.2,18.6,29.2,1002.9,44.7,2.3,2.08,3.98
2023-12-25,82.0,24.6,16.0,24.6,996.8,91.5,3.34,0.92,4.94
2023-12-26,84.2,24.1,16.2,24.1,1000.2,39.1,4.88,0.94,3.26
2023-12-27,46.6,18.2,13.9,18.2,993.2,78.0,3.45,2.01,2.74
2023-12-28,98.5,29.6,19.8,29.6,1008.5,64.7,1.46,1.59,5.85
2023-12-29,67.7,20.4,11.1,20.4,999.2,36.9,0.2,3.17,0.66
2023-12-30,75.5,18.4,10.0,18.4,1018.0,54.1,4.42,1.86,4.16
2023-12-31,80.1,27.9,18.4,27.9,1018.6,66.5,4.18,2.54,5.3
